,World,Afghanistan,Albania,Algeria,Andorra,Angola,Anguilla,Antigua and Barbuda,Argentina,Armenia,Aruba,Australia,Austria,Azerbaijan,Bahamas,Bahrain,Bangladesh,Barbados,Belarus,Belgium,Belize,Benin,Bermuda,Bhutan,Bolivia (Plurinational State of),Bonaire,Bosnia Herzegovina,Botswana,Br. Virgin Isds,Brazil,Brunei Darussalam,Bulgaria,Burkina Faso,Burundi,Cabo Verde,Cambodia,Cameroon,Canada,Cayman Isds,Central African Rep.,Chad,Chile,China,"China, Hong Kong SAR","China, Macao SAR",Colombia,Comoros,Congo,Cook Isds,Costa Rica,Croatia,Cuba,Curaçao,Cyprus,Czechia,Côte d'Ivoire,Dem. People's Rep. of Korea,Dem. Rep. of the Congo,Denmark,Djibouti,Dominica,Dominican Rep.,Ecuador,Egypt,El Salvador,Equatorial Guinea,Eritrea,Estonia,Eswatini,Ethiopia,FS Micronesia,Faroe Isds,Fiji,Finland,France,French Polynesia,Gabon,Gambia,Georgia,Germany,Ghana,Gibraltar,Greece,Greenland,Grenada,Guatemala,Guinea,Guinea-Bissau,Guyana,Haiti,Holy See (Vatican City State),Honduras,Hungary,Iceland,India,Indonesia,Iran,Iraq,Ireland,Israel,Italy,Jamaica,Japan,Jordan,Kazakhstan,Kenya,Kiribati,Kuwait,Kyrgyzstan,Lao People's Dem. Rep.,Latvia,Lebanon,Lesotho,Liberia,Libya,Lithuania,Luxembourg,Madagascar,Malawi,Malaysia,Maldives,Mali,Malta,Marshall Isds,Martinique (Overseas France),Mauritania,Mauritius,Mexico,Mongolia,Montenegro,Montserrat,Morocco,Mozambique,Myanmar,N. Mariana Isds,Namibia,Nauru,Nepal,Netherlands,New Caledonia,New Zealand,Nicaragua,Niger,Nigeria,Niue,North Macedonia,Norway,Oman,Pakistan,Palau,Panama,Papua New Guinea,Paraguay,Peru,Philippines,Poland,Portugal,Qatar,Rep. of Korea,Rep. of Moldova,Romania,Russian Federation,Rwanda,Saint Barthélemy,Saint Helena,Saint Kitts and Nevis,Saint Lucia,Saint Maarten,Saint Pierre and Miquelon,Saint Vincent and the Grenadines,Samoa,San Marino,Sao Tome and Principe,Saudi Arabia,Senegal,Serbia,Seychelles,Sierra Leone,Singapore,Slovakia,Slovenia,Solomon Isds,Somalia,South Africa,South Sudan,Spain,Sri Lanka,State of Palestine,Sudan,Suriname,Sweden,Switzerland,Syria,Tajikistan,Thailand,Timor-Leste,Togo,Tokelau,Tonga,Trinidad and Tobago,Tunisia,Turkmenistan,Turks and Caicos Isds,Tuvalu,Türkiye,USA,Uganda,Ukraine,United Arab Emirates,United Kingdom,United Rep. of Tanzania,Uruguay,Uzbekistan,Vanuatu,Venezuela,Viet Nam,Wallis and Futuna Isds,Yemen,Zambia,Zimbabwe
"China, Hong Kong SAR",620910051594.5209,949060.231,6183634.51,179180695.629,570828.685,14026022.124,0.0,0.0,247452532.869,140779396.718,6517540.149,3358425504.445,724889054.538,92850908.611,12173948.134,75132688.661,872126750.008,915400.62,12961670.094,2100084554.092,4006790.008,5029384.099,0.0,29967322.046,26394662.137,0.0,25369480.087,12012823.348,0.0,2005154667.239,18730347.006,178620413.427,4810659.288,1057951.329,149611.598,706450080.228,57373878.276,1574454969.346,0.0,1967671.535,10706029.703,674004897.391,377803724679.997,0.0,8113689758.969,630198991.87,68954.7,30968273.312,0.0,144440274.937,104377233.495,609433.686,0.0,61202238.413,1302587851.061,8587766.153,0.0,37373575.802,363196350.654,21881266.752,0.0,74532872.556,283769569.083,218348339.569,77177268.808,2789408.188,0.0,118367998.332,104693.802,104795354.155,1603386.469,0.0,16159253.83,217845509.003,3932784096.558,0.0,2752676.625,1878169.882,45068798.05,6198080088.308,142783517.391,12838095.571,201856619.522,36554.855,271132.387,239375127.811,39167093.57,1038976.424,3021167.49,11589683.745,5765.884,59935137.054,1360654586.894,18086556.487,19136959182.288,3874600088.233,23181017.321,57891674.947,576292203.721,1901980683.022,2882600739.874,5491350.773,10351369556.11,137358399.579,291925178.783,110781038.772,1382353.049,161278509.811,76250378.707,16769262.617,85645972.067,44033782.628,6370439.239,655573.061,26405112.514,174343630.728,698560561.035,20756771.973,11602737.842,6073659989.026,15563068.248,87198356.679,22423448.618,525982.777,0.0,472644.119,24302978.345,5068737621.321,59321175.209,1168974.072,0.0,193628672.297,15489751.973,108726598.215,2773722.564,3541787.646,329739.993,76679111.075,8967584350.203,0.0,382431098.094,21414879.686,13400359.363,672963921.949,0.0,27377335.719,116773981.489,442151592.562,200207333.56,0.0,209072630.366,30784599.736,205616169.759,435671850.248,4314353013.774,1934039691.294,283388694.477,583247373.787,9421164285.036,15388765.451,453073959.403,1498029031.152,63439961.969,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1023438.548,483911.274,103376.373,1363042500.995,94001696.493,204352880.886,50194187.53,2228503.6,10214177500.675,116048787.004,171664164.661,11057520.032,9788432.598,501860671.615,995988.064,1511243798.523,356097929.581,0.0,2769918.152,2362488.648,584607293.63,4939489772.433,37876.129,2458221.982,17357572122.363,2919781.677,418898369.703,75919.995,2206848.73,9732163.074,154993729.882,178279.176,0.0,231439.075,1321257445.745,40128389773.203,54313305.921,90960014.854,14520817593.975,8531307389.401,94744447.222,91877787.898,255240397.92,3821402.659,31511058.6,19706797366.565,0.0,312308.561,58822401.24,21268711.395
"China, Macao SAR",1067712638.3000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1745.148,0.0,0.0,361140.708,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,119884.691,0.0,0.0,0.0,0.0,0.0,73905.527,0.0,228186.515,0.0,0.0,0.0,0.0,44743344.729,964638124.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,915.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2186116.678,0.0,0.0,0.0,300.224,96692.857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88662.604,0.0,857555.353,0.0,0.0,0.0,0.0,487238.445,2033389.513,0.0,1317908.105,0.0,210905.505,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1883957.073,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1461560.851,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10467.515,3235553.126,0.0,1229.496,0.0,0.0,5013.023,0.0,0.0,0.0,825.742,0.0,0.0,0.0,0.0,0.0,0.0,6907409.957,3582.211,13134.567,1783.238,454063.401,0.0,0.0,3340490.165,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3853673.666,0.0,163053.435,0.0,0.0,0.0,0.0,3746.561,0.0,0.0,0.0,0.0,0.0,430893.172,0.0,0.0,822593.949,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12442953.845,0.0,0.0,6639296.472,150568.896,0.0,0.0,0.0,0.0,0.0,8440771.267,0.0,0.0,0.0,0.0
Colombia,48497844296.009995,0.0,8798887.86,3281583.02,8114.0,1466035.58,1427.66,1733192.17,300049338.94,742425.43,41576745.1,94082293.61,3959095.22,261280.64,440438802.05,1765423.7,71198.55,11963056.78,1700792.46,654655587.67,3594237.66,0.0,174233.28,0.0,106975911.64,215940707.24,286161.05,28990.3,216029.17,1927266824.91,17916.61,666373.88,5267.92,0.0,459136.3,255297.33,5905473.38,663195823.17,10780158.13,0.0,398469.03,1032243037.22,2377153409.01,466260191.83,500660.62,0.0,143975.7,3177895.35,0.0,352739289.75,15107651.44,58627086.24,30732226.38,56460.24,7674642.29,294182069.96,0.0,502564.66,22435544.4,780286.44,988143.01,643727559.8,1921040387.07,76163829.16,190211441.07,406325.15,0.0,12148971.01,63343.82,378040.96,0.0,0.0,386996.65,57757621.29,213058474.65,509.48,19055292.36,7100.0,971695.59,609616410.54,2400133.22,0.0,22777262.47,0.0,1454829.66,508764497.25,1117358.48,93718.27,26914664.21,45691318.72,0.0,138672503.91,2788215.07,489231.13,2668088973.45,21707342.98,0.0,94589774.56,9216509.03,272873112.18,823259815.72,213732532.36,508314467.29,15798974.4,19894433.9,614446.84,0.0,7414022.33,989468.69,9106.0,6829562.04,2738433.79,0.0,1229750.99,1602649.4,2316876.98,487522.66,317981.89,0.0,112749118.66,70110.28,974399.1,68145.35,23075.0,0.0,25092.0,211257.39,1956613613.52,306301.46,3286619.45,0.0,32763641.27,3809086.68,0.0,0.0,108562.14,0.0,46672.9,1543041517.54,10200494.0,18257758.69,59278651.15,234324.3,5449408.82,0.0,1190429.08,85613873.43,2250190.76,1395381.75,0.0,4304109497.12,22931.0,44070450.43,1169398965.02,10727607.73,301556590.63,37721812.7,2412403.7,1180226241.19,797711.68,18276866.74,64370090.0,72161.0,0.0,0.0,860242.4,2522385.0,0.0,0.0,2555434.8,0.0,0.0,0.0,94226009.05,518244.68,96752.15,174060.7,187938.97,13001585.3,2211571.84,44475121.66,0.0,0.0,38734490.31,0.0,723059662.45,496443.37,337260.0,68901.63,10355376.58,66284438.56,194127424.17,314057.0,0.0,38714238.82,0.0,3020323.97,0.0,0.0,55629595.49,75569.57,29280.26,4730102.82,0.0,807769188.35,14984658392.6,1091857.37,11382318.44,513696299.02,507343897.5,1486196.02,33484712.8,645909.1,0.0,1003583583.61,29153039.67,0.0,292992.6,184012.6,323416.67
Comoros,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Congo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cook Isds,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Costa Rica,19848423502.382996,0.0,456735.63,219362.35,0.0,2920.0,9167.0,783836.69,19817064.27,58031.61,23722430.31,24800141.41,165578.25,0.0,17364003.2,0.0,3261766.03,15534034.39,0.0,986903380.32,21601529.01,0.0,1785972.73,0.0,675096.57,0.0,2948.0,0.0,83617.58,36589686.08,0.0,13655.49,188262.77,0.0,0.0,300.0,822905.33,112565628.35,907212.51,0.0,0.0,42686189.86,383469164.3,44518469.94,0.0,92292001.729,0.0,33347.1,344363.29,0.0,2206301.69,39735395.87,7023906.77,364253.0,51314.07,214394.26,0.0,0.0,904572.1,2268.0,225263.97,318076803.765,84215573.84,2010325.9,499547753.39,0.0,0.0,1396553.9,7249.0,127392.5,4445.5,0.0,25500.0,30079933.31,98985218.95,36092.62,131516.84,0.0,64456.89,149412495.095,53060.25,0.0,19287147.29,0.0,3155712.18,1027311339.215,26496.84,0.0,21924414.11,13976952.76,0.0,597351714.163,41140659.98,0.0,66908216.92,5675474.5,28606.35,15966633.0,101356973.42,20856489.53,208942990.77,76276276.4,240254082.011,267139.26,0.0,123365.38,0.0,113205.74,0.0,0.0,2414022.78,1962330.54,0.0,0.0,11584906.13,492277.94,26780.06,0.0,134600.0,86632558.91,0.0,0.0,4569296.01,26758.79,0.0,0.0,46218.68,332171416.878,18460.0,7265938.52,0.0,11652688.25,2090.0,0.0,2750.0,0.0,0.0,8422.0,1714447314.014,46859.79,7387866.94,737246161.896,0.0,1449705.8,0.0,0.0,26291371.78,142698.46,873139.49,0.0,613515486.24,167403.16,3009907.88,126663689.54,10930577.29,17363890.66,53420676.81,181444.49,64595427.47,5.0,4154288.79,32031784.19,0.0,0.0,0.0,543903.39,2917237.74,0.0,0.0,868067.38,0.0,0.0,0.0,26298491.94,574949.2,738509.58,0.0,2004301.59,110813451.06,321864.75,1656311.54,0.0,0.0,6317079.44,0.0,286409428.992,39061.36,0.0,15635.6,9613409.41,11992929.22,6768336.94,2200.0,0.0,14250361.07,0.0,0.0,0.0,0.0,65843077.11,2406417.79,0.0,35675.7,0.0,73295970.58,9527331702.505,8150.0,418930.68,3591483.21,259631546.02,72493.96,5421342.46,0.0,108055.31,16499985.64,11152402.64,0.0,0.0,0.0,4790.0
Croatia,26026628374.0,613968.0,108775618.0,16703856.0,1613.0,135730.0,0.0,62272.0,1855136.0,2464106.0,30416.0,30232242.0,1319958772.0,7067944.0,193396.0,7811606.0,2486489.0,87825.0,9949465.0,293684195.0,75450.0,799072.0,56305.0,5236.0,597620.0,0.0,2927166196.0,5033.0,30884269.0,7749223.0,0.0,210789640.0,905309.0,9988.0,12634.0,318769.0,3786055.0,60432133.0,29023672.0,542672.0,519039.0,5449285.0,121761401.0,25249253.0,33352.0,417738.0,73678.0,1210357.0,0.0,154225.0,0.0,154847.0,8844.0,29145225.0,422473529.0,3159146.0,0.0,267831.0,157907070.0,5701400.0,8098.0,305481.0,1906992.0,102277813.0,54441.0,284827.0,49292.0,12525106.0,0.0,5988993.0,0.0,454377.0,4058.0,55689691.0,616090615.0,90315.0,782471.0,14219.0,19986743.0,3103744285.0,2367496.0,59316532.0,175168822.0,3346.0,4684.0,167368.0,321112.0,128364.0,382185.0,84905.0,12250.0,40595.0,1609583301.0,11698741.0,30613665.0,7177372.0,7576717.0,27209115.0,100839715.0,84984857.0,2967609225.0,1677670.0,36136093.0,9545602.0,54298357.0,3197779.0,0.0,8485311.0,4124535.0,32125.0,33730907.0,41197437.0,10900.0,198738.0,12238601.0,89631772.0,14119855.0,8213.0,1938.0,6326800.0,268504.0,339527.0,119598803.0,1019284.0,0.0,460543.0,115760.0,14759079.0,521434.0,405679442.0,34609.0,44840256.0,466104.0,0.0,0.0,115282.0,0.0,5743.0,436993799.0,10675.0,3208506.0,0.0,3481.0,17537974.0,0.0,215428902.0,83087745.0,4450086.0,876537.0,0.0,1155101.0,422971.0,790232.0,294763.0,1707033.0,567232226.0,97213042.0,12368342.0,16195036.0,9522886.0,392622380.0,246807843.0,715066.0,3368.0,0.0,0.0,43210.0,0.0,0.0,5114336.0,1402.0,28606.0,0.0,79498936.0,3707569.0,1629486234.0,136373.0,2248.0,17882601.0,619246532.0,2843762179.0,0.0,1381932.0,23576806.0,25833.0,455542041.0,684243.0,679426.0,73134.0,508449.0,261656003.0,358617576.0,0.0,140221.0,7108847.0,5331.0,448439.0,0.0,0.0,550927.0,4722928.0,48139.0,1473.0,0.0,257919133.0,873448718.0,120801.0,266702823.0,106176438.0,297642244.0,2541980.0,642611.0,1581873.0,0.0,59417.0,36417816.0,0.0,1575280.0,769586.0,4354.0
Cuba,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Curaçao,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cyprus,4028526007.8430004,2615419.766,3510117.619,1744176.015,0.0,106628.546,0.0,9779229.525,272225.18,1110828.666,118673.276,22575159.465,17927466.477,684885.977,33237.739,5636306.829,1846432.827,1180727.713,0.0,21825377.202,0.0,2802188.844,10487.184,0.0,15403.356,0.0,1759319.6,3700821.15,8867441.967,1880469.363,159600.246,20916999.142,247558.812,57386.73,0.0,603632.759,818377.042,7519158.511,2469.992,125673.03,4486.467,1257240.106,33891843.325,50917550.499,15735.647,854826.204,356706.057,57278.492,0.0,330066.509,9004353.353,89729.34,624775.979,0.0,32521614.606,1451413.748,0.0,99922.117,34403723.775,33080.794,139177.891,319791.472,306309.341,132013606.525,46624.621,57059.851,8772.694,12288803.305,0.0,5337998.445,0.0,0.0,126679.644,11334289.861,83470860.451,76437.708,51461.779,118146.157,14122477.031,101126802.048,1549409.228,20971035.904,349545785.799,0.0,59026.536,34323.367,209071.527,349070.945,55718.781,63757.621,0.0,1282374.062,10321370.085,441376.351,32497261.045,17755923.245,236316.126,13558841.478,41210735.474,118474755.532,42100133.992,404730.196,3312679.517,11714780.147,1580923.817,1838299.82,73468.738,5151492.385,257203.904,344533.607,4538224.276,342454286.632,0.0,46764219.632,851488928.461,9220438.706,4290.556,441618.804,40160.645,11840635.017,1295286.861,27243.516,37957605.283,114950197.876,0.0,13477.801,1570008.011,8109628.441,619738.58,774888.077,0.0,2399808.496,803189.079,1290504.904,0.0,570098.447,0.0,266394.396,64881549.713,111112.849,2080854.787,0.0,0.0,113555727.081,0.0,2774767.817,35001784.439,9731952.229,7716836.901,0.0,2303807.843,1606742.921,102804.496,221694.248,3799921.74,27979227.495,11173181.859,11092342.11,9192188.576,634276.032,49007408.758,18183352.041,83310.824,0.0,0.0,334061.576,25767.149,0.0,0.0,221058.891,0.0,0.0,0.0,26966537.183,95283.034,6284386.459,126386643.887,210709.169,98390389.465,17658644.301,18679913.56,0.0,887899.421,4136423.001,1618734.614,32167611.252,2078750.639,1754428.323,26929469.982,4801.44,71523047.039,8486968.999,2295530.88,691123.736,11602451.785,158774.39,146590.033,0.0,0.0,603135.946,4206903.287,216774.829,170711.964,0.0,2620331.608,57776533.778,1849555.494,1347490.071,62136237.797,221318308.24,2355625.726,822617.809,299413.495,122245.132,72750.038,58247318.406,0.0,797150.479,1651598.932,791661.727
